,name,mins_played,tries,try_assists,conversions,penalty_goals,drop_goals,meters_made,carries,possession_kicked_pct,meters_kicked,balls_played_by_hand,passes_made,offloads,broken_tackles,knock_ons,tackles_made,missed_tackles,tackle_success_pct,dominant_tackles_pct,turnovers_won,turnovers_conceded,handling_errors,pens_conceded,offside_penalties,scrum_penalties,lineouts_won,lineouts_stolen,YC,RC,at_home,position_num,is_sub,playguid
98,Julien Marchand,57.0,0.0,0.0,0.0,0.0,0.0,27.0,12.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1,2,0,JM604958
99,Uini Atonio,50.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,100.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,UA499525
100,Cameron Woki,80.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,0.0,0.0,100.0,7.0,0.0,0.0,0.0,8.0,1.0,88.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,1,4,0,CW541496
101,Paul Willemse,56.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,11.0,1.0,91.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,5,0,PW129932
102,Anthony Jelonch,80.0,1.0,0.0,0.0,0.0,0.0,49.0,6.0,0.0,0.0,100.0,3.0,2.0,2.0,0.0,9.0,0.0,100.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,6,0,AJ536835
103,Dylan Cretin,80.0,0.0,0.0,0.0,0.0,0.0,47.0,8.0,0.0,0.0,100.0,2.0,0.0,0.0,1.0,7.0,1.0,87.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1,7,0,DC417137
104,Gregory Alldritt,69.0,0.0,1.0,0.0,0.0,0.0,113.0,22.0,0.0,0.0,100.0,4.0,2.0,3.0,0.0,11.0,2.0,84.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1,8,0,GA508879
105,Peato Mauvaka,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,PM628715
106,Jean-Baptiste Gros,30.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,5.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,JG981094
107,Demba Bamba,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,100.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1,3,1,DB463136
108,Romain Taofifenua,24.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,1,RT351750
109,Francois Cros,11.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,1,FC939898
110,Maxime Lucu,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,90.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1,ML148389
111,Yoram Moefana,23.0,0.0,1.0,0.0,0.0,0.0,28.0,5.0,0.0,6.0,85.0,2.0,1.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,1,YM654200
112,Thomas Ramos,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,61.0,75.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,1,TR524244
113,Edoardo Padovani,80.0,0.0,0.0,0.0,0.0,0.0,35.0,6.0,0.0,85.0,76.0,4.0,0.0,0.0,0.0,3.0,1.0,75.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,EP413386
114,Tommaso Menoncello,57.0,1.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,2.0,71.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0,TM568947
115,Juan Ignacio Brex,80.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,0.0,40.0,66.0,1.0,0.0,0.0,1.0,13.0,0.0,100.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0,JB459700
116,Marco Zanon,80.0,0.0,0.0,0.0,0.0,0.0,48.0,10.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,12.0,0.0,100.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,MZ899300
117,Monty Ioane,80.0,0.0,0.0,0.0,0.0,0.0,67.0,7.0,0.0,0.0,100.0,2.0,0.0,2.0,0.0,2.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,MI848101
118,Paolo Garbisi,80.0,0.0,1.0,1.0,1.0,0.0,81.0,8.0,0.0,438.0,58.0,12.0,0.0,0.0,1.0,6.0,1.0,85.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,PG443746
119,Stephen Varney,65.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,231.0,81.0,38.0,0.0,1.0,1.0,6.0,2.0,75.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,SV899630
120,Danilo Fischetti,50.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,9.0,1.0,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,DF470268
121,Gianmarco Lucchesi,50.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,10.0,2.0,83.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,GL369503
122,Tiziano Pasquali,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,6.0,2.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,TP244548
123,Niccolo Cannone,65.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,10.0,2.0,83.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0,4,0,NC161980
124,Federico Ruzza,65.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,0.0,0.0,100.0,4.0,0.0,0.0,1.0,8.0,0.0,100.0,12.0,1.0,3.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0,5,0,FR364036
125,Sebastian Negri,69.0,0.0,0.0,0.0,0.0,0.0,39.0,9.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,12.0,1.0,92.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0,6,0,SN226466
126,Michele Lamaro,80.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,21.0,4.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7,0,ML280219
127,Toa Halafihi,56.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,9.0,0.0,1.0,1.0,7.0,0.0,100.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,TH129032
128,Hame Faiva,30.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,9.0,0.0,100.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,EF299957
129,Ivan Nemer,30.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,4.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,IN229463
130,Giosue Zilocchi,30.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,100.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3,1,GZ980280
131,Marco Fuser,30.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0,0.0,100.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,MF969568
132,Giovanni Pettinelli,24.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,1,GP143195
133,Manuel Zuliani,11.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,6,1,MZ598684
134,Callum Braley,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,91.0,11.0,0.0,0.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,1,CB680200
135,Leonardo Marin,23.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,0.0,0.0,100.0,1.0,1.0,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,1,LM196125
136,Liam Williams,80.0,0.0,0.0,0.0,0.0,0.0,156.0,17.0,0.0,172.0,76.0,3.0,0.0,1.0,0.0,3.0,1.0,75.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,0,LW454197
137,Alex Cuthbert,80.0,0.0,0.0,0.0,0.0,0.0,53.0,8.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,2.0,1.0,66.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,0,AC437780
138,Owen Watkin,80.0,0.0,0.0,0.0,0.0,0.0,76.0,11.0,0.0,15.0,86.0,2.0,0.0,4.0,0.0,12.0,1.0,100.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,0,OW990997
139,Nick Tompkins,67.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,0.0,0.0,100.0,6.0,0.0,1.0,0.0,7.0,3.0,70.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,0,NT897139
140,Louis Rees-Zammit,80.0,0.0,0.0,0.0,0.0,0.0,49.0,6.0,0.0,107.0,66.0,1.0,0.0,0.0,0.0,3.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0,LR428316
141,Dan Biggar,78.0,0.0,0.0,0.0,4.0,1.0,57.0,6.0,0.0,490.0,66.0,26.0,0.0,1.0,0.0,13.0,1.0,92.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0,DB100356
142,Tomos Williams,80.0,0.0,0.0,0.0,0.0,0.0,49.0,9.0,0.0,189.0,91.0,91.0,3.0,3.0,0.0,12.0,2.0,85.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,9,0,TW860822
143,Wyn Jones,64.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,9.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,OJ524283
144,Ryan Elias,64.0,0.0,0.0,0.0,0.0,0.0,66.0,12.0,0.0,0.0,100.0,3.0,0.0,0.0,1.0,10.0,1.0,100.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,RE827406
145,Tomas Francis,59.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,5.0,3.0,62.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,TF414345
146,Will Rowlands,75.0,0.0,0.0,0.0,0.0,0.0,64.0,11.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,11.0,1.0,91.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,WR283546
147,Adam Beard,80.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,11.0,1.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1,5,0,AB882295
148,Taine Basham,80.0,0.0,0.0,0.0,0.0,0.0,42.0,9.0,0.0,0.0,100.0,3.0,0.0,1.0,1.0,10.0,6.0,62.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,0,TB339876
149,Jac Morgan,80.0,0.0,0.0,0.0,0.0,0.0,78.0,11.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,13.0,1.0,92.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1,7,0,JM428503
150,Ross Moriarty,58.0,0.0,0.0,0.0,0.0,0.0,55.0,9.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,12.0,1.0,92.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1,8,0,CM372062
151,Dewi Lake,16.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,11.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,DL576464
152,Gareth Thomas,16.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,GT324524
153,Dillon Lewis,21.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,9.0,2.0,81.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,DL985901
154,Seb Davies,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,4,1,SD710082
155,Aaron Wainwright,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,8,1,AW601545
156,Callum Sheedy,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,1,CS506075
157,Jonathan Davies,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,1,JD474655
158,Stuart Hogg,80.0,0.0,0.0,0.0,0.0,0.0,86.0,10.0,0.0,568.0,57.0,7.0,1.0,2.0,1.0,2.0,0.0,100.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,15,0,SH109757
159,Darcy Graham,80.0,1.0,0.0,0.0,0.0,0.0,64.0,7.0,0.0,21.0,88.0,1.0,0.0,3.0,0.0,3.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0,DG601214
160,Chris Harris,80.0,0.0,0.0,0.0,0.0,0.0,100.0,9.0,0.0,0.0,100.0,2.0,1.0,2.0,1.0,10.0,0.0,100.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0,CH868958
161,Sione Tuipulotu,70.0,0.0,0.0,0.0,0.0,0.0,67.0,6.0,0.0,0.0,100.0,3.0,0.0,3.0,0.0,5.0,2.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,ST886478
162,Duhan van der Merwe,79.0,0.0,0.0,0.0,0.0,0.0,47.0,5.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,3.0,1.0,75.0,25.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,DV671184
163,Finn Russell,69.0,0.0,1.0,0.0,4.0,0.0,64.0,10.0,0.0,389.0,78.0,35.0,1.0,2.0,0.0,10.0,2.0,83.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,10,0,FR608838
164,Ali Price,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,98.0,71.0,0.0,0.0,0.0,2.0,1.0,66.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,AP903050
165,Pierre Schoeman,62.0,0.0,0.0,0.0,0.0,0.0,42.0,8.0,0.0,0.0,100.0,3.0,0.0,2.0,0.0,10.0,1.0,90.0,9.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,PS298811
166,Stuart McInally,44.0,0.0,0.0,0.0,0.0,0.0,31.0,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.0,1.0,85.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,SM530829
167,WP Nel,44.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,9.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,WN551420
168,Jonny Gray,62.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,0.0,0.0,100.0,2.0,0.0,1.0,1.0,17.0,2.0,89.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,4,0,JG454407
169,Grant Gilchrist,80.0,0.0,0.0,0.0,0.0,0.0,39.0,7.0,0.0,0.0,100.0,2.0,1.0,1.0,0.0,15.0,0.0,100.0,13.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0,5,0,GG620359
170,Sam Skinner,80.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,18.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0,6,0,SS644622
171,Hamish Watson,80.0,0.0,0.0,0.0,0.0,0.0,69.0,14.0,0.0,0.0,100.0,1.0,1.0,3.0,0.0,17.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,HW157577
172,Matt Fagerson,31.0,0.0,0.0,0.0,0.0,0.0,48.0,6.0,0.0,0.0,100.0,1.0,1.0,3.0,0.0,5.0,1.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,MF352745
173,George Turner,36.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,2,1,GT723244
174,Rory Sutherland,18.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,1.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,RS816499
175,Zander Fagerson,36.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,ZF741855
176,Magnus Bradbury,49.0,0.0,0.0,0.0,0.0,0.0,45.0,6.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,9.0,0.0,100.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,1,MB495148
177,Rory Darge,18.0,0.0,0.0,0.0,0.0,0.0,26.0,5.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,6.0,0.0,100.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1,RD673943
178,Ben White,18.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,67.0,94.0,35.0,1.0,1.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,1,BW742198
179,Blair Kinghorn,10.0,0.0,0.0,0.0,0.0,0.0,56.0,4.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,1,BK512124
180,Cameron Redpath,1.0,0.0,0.0,0.0,0.0,0.0,32.0,4.0,0.0,0.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,1,CR194372
181,Melvyn Jaminet,80.0,0.0,0.0,1.0,6.0,0.0,41.0,5.0,0.0,238.0,58.0,2.0,0.0,3.0,0.0,2.0,1.0,66.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,0,MJ276990
182,Damian Penaud,80.0,0.0,0.0,0.0,0.0,0.0,44.0,4.0,0.0,76.0,70.0,5.0,2.0,2.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,0,DP646434
183,Gael Fickou,80.0,0.0,0.0,0.0,0.0,0.0,49.0,8.0,0.0,56.0,88.0,7.0,0.0,1.0,0.0,9.0,0.0,100.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,0,GF207020
184,Yoram Moefana,80.0,0.0,0.0,0.0,0.0,0.0,37.0,5.0,0.0,0.0,100.0,6.0,2.0,1.0,0.0,4.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,0,YM654200
185,Gabin Villiere,80.0,0.0,0.0,0.0,0.0,0.0,33.0,7.0,0.0,48.0,88.0,1.0,0.0,2.0,0.0,5.0,1.0,100.0,20.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0,GV604147
186,Romain Ntamack,80.0,0.0,1.0,0.0,0.0,0.0,14.0,3.0,0.0,204.0,73.0,17.0,1.0,0.0,0.0,3.0,1.0,75.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,10,0,RN981435
187,Antoine Dupont,70.0,1.0,1.0,0.0,0.0,0.0,53.0,6.0,0.0,351.0,81.0,43.0,1.0,3.0,0.0,7.0,0.0,100.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,9,0,AD427633
188,Cyril Baille,55.0,1.0,0.0,0.0,0.0,0.0,20.0,5.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,8.0,1.0,88.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,CB879230
189,Julien Marchand,55.0,0.0,0.0,0.0,0.0,0.0,46.0,9.0,0.0,0.0,100.0,2.0,0.0,1.0,0.0,4.0,2.0,66.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,JM604958
190,Uini Atonio,55.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,7.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,UA499525
191,Cameron Woki,53.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,83.0,3.0,0.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1,4,0,CW541496
192,Paul Willemse,53.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,0.0,0.0,100.0,2.0,0.0,0.0,1.0,7.0,3.0,70.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1,5,0,PW129932
193,Francois Cros,73.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,12.0,1.0,92.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1,6,0,FC939898
194,Anthony Jelonch,80.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,0.0,0.0,100.0,4.0,1.0,0.0,0.0,16.0,1.0,94.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0,AJ536835
195,Gregory Alldritt,80.0,0.0,0.0,0.0,0.0,0.0,56.0,8.0,0.0,0.0,100.0,6.0,1.0,1.0,0.0,9.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0,GA508879
196,Peato Mauvaka,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,PM628715
197,Jean-Baptiste Gros,25.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,6.0,0.0,100.0,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,JG981094
