,Player,MP,T,TA,C,P,DG,M,CA,PK(%),MK,BH(%),PM,O,BTs,Kon,TM,MT,TS(%),DT(%),TW,TC,HE,PC,OPC,SPC,LW,LS,YC,RC,at_home,pos_num_x,is_sub,PlayGuid,T_per80m,TA_per80m,C_per80m,P_per80m,DG_per80m,M_per80m,CA_per80m,MK_per80m,PM_per80m,O_per80m,BTs_per80m,Kon_per80m,TM_per80m,MT_per80m,TW_per80m,TC_per80m,HE_per80m,PC_per80m,OPC_per80m,SPC_per80m,LW_per80m,LS_per80m,YC_per80m,RC_per80m,TS(%)_per80m,TW(%)_per80m,MpCA_per80m,pos_num_y
326,Jack Nowell,80.0,0.0,0.0,0.0,0.0,0.0,61.0,6.0,0.0,51.0,88.0,2.0,0.0,2.0,0.0,10.0,1.0,92.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,11,0,JN875222,0.0,0.0,0.0,0.0,0.0,61.0,6.0,51.0,2.0,0.0,2.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9090909090909091,1.0,10.166666666666666,11
327,Marcus Smith,80.0,0.0,0.0,0.0,6.0,0.0,50.0,7.0,0.0,166.0,86.0,31.0,2.0,2.0,0.0,11.0,4.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0,MS438642,0.0,0.0,0.0,6.0,0.0,50.0,7.0,166.0,31.0,2.0,2.0,0.0,11.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,,7.142857142857143,10
328,Harry Randall,61.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,0.0,271.0,86.0,60.0,2.0,0.0,0.0,3.0,0.0,100.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,9,0,HR101296,0.0,0.0,0.0,0.0,0.0,15.252986338482357,5.866533207108599,317.9660998252861,70.39839848530319,2.34661328284344,0.0,0.0,3.5199199242651598,0.0,0.0,0.0,2.34661328284344,1.17330664142172,1.17330664142172,0.0,0.0,0.0,0.0,0.0,1.0,,2.5999999999999996,9
329,Ellis Genge,72.0,0.0,0.0,0.0,0.0,0.0,68.0,13.0,0.0,0.0,100.0,3.0,0.0,1.0,0.0,8.0,1.0,91.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,EG908747,0.0,0.0,0.0,0.0,0.0,72.24959537707637,13.812422645617543,0.0,3.1874821489886638,0.0,1.0624940496628879,0.0,8.499952397303103,1.0624940496628879,0.0,0.0,2.1249880993257757,3.1874821489886638,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,,5.230769230769231,1
330,Luke Cowan-Dickie,25.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,LC148807,0.0,0.0,0.0,0.0,0.0,23.38637378800703,6.378101942183736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.126033980727912,2.126033980727912,0.0,2.126033980727912,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,3.666666666666666,2
331,Kyle Sinckler,68.0,0.0,0.0,0.0,0.0,0.0,30.0,11.0,0.0,0.0,100.0,4.0,0.0,0.0,0.0,8.0,0.0,100.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,KS314500,0.0,0.0,0.0,0.0,0.0,32.9672534801786,12.087992942732152,0.0,4.395633797357146,0.0,0.0,0.0,8.791267594714292,0.0,0.0,1.0989084493392864,0.0,2.197816898678573,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.7272727272727275,3
332,Charlie Ewels,68.0,0.0,0.0,0.0,0.0,0.0,48.0,11.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,6.0,0.0,100.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1,4,0,CE445208,0.0,0.0,0.0,0.0,0.0,52.74760556828575,12.087992942732152,0.0,1.0989084493392864,0.0,0.0,0.0,6.593450696035719,0.0,1.0989084493392864,1.0989084493392864,0.0,1.0989084493392864,1.0989084493392864,0.0,0.0,1.0989084493392864,0.0,0.0,1.0,0.5,4.363636363636363,4
333,Maro Itoje,80.0,0.0,0.0,0.0,0.0,0.0,44.0,11.0,0.0,0.0,100.0,8.0,1.0,0.0,1.0,11.0,1.0,92.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1,5,0,MI369148,0.0,0.0,0.0,0.0,0.0,44.0,11.0,0.0,8.0,1.0,0.0,1.0,11.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.9166666666666666,0.75,4.0,4
334,Courtney Lawes,80.0,0.0,0.0,0.0,0.0,0.0,43.0,9.0,0.0,0.0,100.0,3.0,0.0,1.0,0.0,13.0,1.0,93.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,6,0,CL794376,0.0,0.0,0.0,0.0,0.0,43.0,9.0,0.0,3.0,0.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9285714285714286,,4.777777777777778,6
335,Tom Curry,40.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,100.0,3.0,0.0,0.0,1.0,8.0,1.0,100.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,0,TC478587,0.0,0.0,0.0,0.0,0.0,7.686217868402408,3.074487147360963,0.0,4.611730721041445,0.0,0.0,1.5372435736804815,12.297948589443852,1.5372435736804815,0.0,1.5372435736804815,1.5372435736804815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.888888888888889,0.0,2.5,7
336,Alex Dombrandt,80.0,1.0,0.0,0.0,0.0,0.0,96.0,16.0,0.0,0.0,100.0,3.0,0.0,4.0,0.0,12.0,1.0,93.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,8,0,AD528464,1.0,0.0,0.0,0.0,0.0,96.0,16.0,0.0,3.0,0.0,4.0,0.0,12.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9230769230769231,0.5,6.0,7
337,Jamie George,55.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,12.0,2.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,JG594765,0.0,0.0,0.0,0.0,0.0,27.52150058648065,3.7529318981564517,0.0,1.250977299385484,0.0,0.0,0.0,15.011727592625807,2.501954598770968,0.0,0.0,0.0,1.250977299385484,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,,7.333333333333334,2
338,Joe Marler,8.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,JM130488,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,2.0,1
339,Will Stuart,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,WS816688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.89638272632836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,3
340,Nick Isiekwe,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,1,NI437601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.586075453810952,3.6551536362587074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,,,5
341,Sam Simmonds,40.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,12.0,2.0,91.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,7,1,SS343221,0.0,0.0,0.0,0.0,0.0,38.43108934201204,7.686217868402408,0.0,1.5372435736804815,0.0,0.0,0.0,18.44692288416578,3.074487147360963,0.0,0.0,1.5372435736804815,1.5372435736804815,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428572,,5.0,8
342,Ben Youngs,19.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,62.0,89.0,23.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,1,BY523643,0.0,0.0,0.0,0.0,0.0,10.368606778689948,2.592151694672487,160.71340506969418,59.6194889774672,0.0,0.0,0.0,2.592151694672487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,4.0,9
343,George Ford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1,1,GF392165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,15
344,Joe Marchant,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,1,JM952052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.64814421317916,0.0,0.0,0.0,0.0,6.274690702196527,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,13
345,Liam Williams,63.0,0.0,0.0,0.0,0.0,0.0,94.0,12.0,0.0,76.0,88.0,6.0,2.0,0.0,0.0,2.0,1.0,67.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,15,0,LW454197,0.0,0.0,0.0,0.0,0.0,108.14508737716181,13.80575583538236,87.43645362408829,6.90287791769118,2.30095930589706,0.0,0.0,2.30095930589706,1.15047965294853,0.0,2.30095930589706,0.0,1.15047965294853,0.0,0.0,0.0,0.0,1.15047965294853,0.0,0.6666666666666666,0.0,7.833333333333333,15
346,Alex Cuthbert,80.0,0.0,0.0,0.0,0.0,0.0,188.0,17.0,0.0,22.0,94.0,4.0,2.0,7.0,1.0,2.0,1.0,67.0,33.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14,0,AC437780,0.0,0.0,0.0,0.0,0.0,188.0,17.0,22.0,4.0,2.0,7.0,1.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,11.058823529411764,14
347,Owen Watkin,64.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,100.0,4.0,1.0,1.0,0.0,9.0,1.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,0,OW990997,0.0,0.0,0.0,0.0,0.0,15.953906694688426,4.558259055625265,0.0,4.558259055625265,1.1395647639063162,1.1395647639063162,0.0,10.256082875156846,1.1395647639063162,0.0,1.1395647639063162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,3.4999999999999996,13
348,Nick Tompkins,80.0,1.0,0.0,0.0,0.0,0.0,69.0,12.0,0.0,84.0,92.0,15.0,1.0,0.0,0.0,8.0,2.0,85.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12,0,NT897139,1.0,0.0,0.0,0.0,0.0,69.0,12.0,84.0,15.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,,5.75,12
349,Josh Adams,78.0,1.0,0.0,0.0,0.0,0.0,93.0,11.0,0.0,10.0,93.0,6.0,2.0,6.0,0.0,3.0,2.0,60.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,11,0,JA935900,1.0144863582633283,0.0,0.0,0.0,0.0,94.34723131848953,11.159349940896613,10.144863582633285,6.0869181495799705,2.0289727165266567,6.0869181495799705,0.0,3.0434590747899852,2.0289727165266567,0.0,1.0144863582633283,1.0144863582633283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,8.454545454545453,11
350,Dan Biggar,80.0,0.0,1.0,2.0,0.0,0.0,8.0,3.0,0.0,138.0,90.0,47.0,0.0,0.0,0.0,11.0,2.0,86.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10,0,DB100356,0.0,1.0,2.0,0.0,0.0,8.0,3.0,138.0,47.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,,2.6666666666666665,10
351,Tomos Williams,68.0,0.0,1.0,0.0,0.0,0.0,34.0,7.0,0.0,217.0,90.0,59.0,0.0,1.0,0.0,5.0,1.0,89.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,0,TW860822,0.0,1.0989084493392864,0.0,0.0,0.0,37.36288727753574,7.692359145375006,238.46313350662518,64.8355985110179,0.0,1.0989084493392864,0.0,5.494542246696432,1.0989084493392864,0.0,0.0,1.0989084493392864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,,4.857142857142857,9
352,Wyn Jones,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,2.0,1.0,0.0,0.0,12.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,OJ524283,0.0,0.0,0.0,0.0,0.0,0.0,1.4223616441398927,0.0,2.8447232882797855,1.4223616441398927,0.0,0.0,17.068339729678712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,1
353,Ryan Elias,68.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,20.0,1.0,94.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,RE827406,0.0,0.0,0.0,0.0,0.0,18.68144363876787,6.593450696035719,0.0,3.2967253480178593,0.0,0.0,0.0,21.97816898678573,1.0989084493392864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809523809523,,2.8333333333333335,2
354,Tomas Francis,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,11.0,2.0,83.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3,0,TF414345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3827283045907457,0.0,0.0,0.0,15.210011350498203,2.7654566091814914,0.0,0.0,1.3827283045907457,0.0,0.0,0.0,1.3827283045907457,0.0,0.0,0.0,0.8461538461538461,,,3
355,Will Rowlands,80.0,0.0,0.0,0.0,0.0,0.0,57.0,14.0,0.0,0.0,100.0,2.0,1.0,0.0,0.0,11.0,0.0,100.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0,4,0,WR283546,0.0,0.0,0.0,0.0,0.0,57.0,14.0,0.0,2.0,1.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,4.071428571428571,4
356,Adam Beard,80.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,0.0,100.0,4.0,0.0,0.0,0.0,13.0,1.0,93.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0,5,0,AB882295,0.0,0.0,0.0,0.0,0.0,23.0,6.0,0.0,4.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.9285714285714286,,3.8333333333333335,5
357,Ross Moriarty,70.0,0.0,0.0,0.0,0.0,0.0,41.0,8.0,0.0,0.0,100.0,5.0,0.0,2.0,0.0,9.0,1.0,92.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0,6,0,CM372062,0.0,0.0,0.0,0.0,0.0,44.28875190496235,8.641707688773142,0.0,5.401067305483213,0.0,2.1604269221932855,0.0,9.721921149869784,1.0802134610966427,0.0,3.240640383289928,2.1604269221932855,3.240640383289928,0.0,0.0,6.481280766579856,0.0,0.0,0.0,0.9,0.0,5.125,6
358,Taine Basham,55.0,0.0,0.0,0.0,0.0,0.0,32.0,6.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,14.0,2.0,92.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,0,TB339876,0.0,0.0,0.0,0.0,0.0,40.03127358033549,7.505863796312903,0.0,1.250977299385484,0.0,0.0,0.0,17.513682191396775,2.501954598770968,0.0,0.0,0.0,1.250977299385484,0.0,0.0,0.0,0.0,0.0,0.0,0.875,,5.333333333333334,7
359,Taulupe Faletau,80.0,0.0,0.0,0.0,0.0,0.0,61.0,13.0,0.0,0.0,100.0,4.0,1.0,2.0,0.0,19.0,0.0,100.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,TF890867,0.0,0.0,0.0,0.0,0.0,61.0,13.0,0.0,4.0,1.0,2.0,0.0,19.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,4.6923076923076925,8
360,Dewi Lake,12.0,0.0,0.0,0.0,0.0,0.0,24.0,6.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,2.0,0.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,DL576464,0.0,0.0,0.0,0.0,0.0,87.72368727020897,21.930921817552242,0.0,0.0,0.0,3.6551536362587074,0.0,7.310307272517415,0.0,3.6551536362587074,3.6551536362587074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,4.0,2
361,Gareth Thomas,35.0,0.0,0.0,0.0,0.0,0.0,43.0,9.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,5.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,GT324524,0.0,0.0,0.0,0.0,0.0,72.32091786146324,15.136936296585331,0.0,1.6818818107317035,0.0,0.0,0.0,8.409409053658516,0.0,1.6818818107317035,0.0,0.0,1.6818818107317035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.777777777777778,1
362,Leon Brown,33.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0,0.0,100.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1,LB915327,0.0,0.0,0.0,0.0,0.0,26.263372416004874,7.003565977601299,0.0,0.0,0.0,0.0,0.0,14.007131955202597,0.0,0.0,0.0,0.0,1.7508914944003247,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,3.7500000000000004,3
363,Seb Davies,10.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,100.0,3.0,1.0,2.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,6,1,SD710082,0.0,0.0,0.0,0.0,0.0,75.66641671401406,16.814759269780904,0.0,12.611069452335677,4.203689817445226,8.407379634890452,0.0,4.203689817445226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.407379634890452,0.0,0.0,0.0,1.0,,4.5,6
364,Jac Morgan,25.0,0.0,0.0,0.0,0.0,0.0,39.0,3.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,3.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,1,JM428503,0.0,0.0,0.0,0.0,0.0,82.91532524838857,6.378101942183736,0.0,2.126033980727912,2.126033980727912,0.0,0.0,6.378101942183736,2.126033980727912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7500000000000001,,13.0,7
365,Kieran Hardy,12.0,1.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,100.0,40.0,0.0,0.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,1,KH487325,3.6551536362587074,0.0,0.0,0.0,0.0,32.89638272632836,7.310307272517415,0.0,146.2061454503483,0.0,0.0,0.0,7.310307272517415,0.0,0.0,0.0,3.6551536362587074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,4.499999999999999,9
366,Gareth Anscombe,8.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0,28.0,88.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,1,GA971615,0.0,0.0,0.0,0.0,0.0,105.0,20.0,140.0,30.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.25,15
367,Jonathan Davies,16.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,1,JD474655,0.0,0.0,0.0,0.0,0.0,20.600716852372265,2.942959550338895,0.0,17.65775730203337,0.0,0.0,0.0,2.942959550338895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,7.0,12
368,Michael Lowry,80.0,2.0,1.0,0.0,0.0,0.0,113.0,13.0,0.0,0.0,100.0,5.0,0.0,3.0,0.0,3.0,0.0,100.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,15,0,ML122221,2.0,1.0,0.0,0.0,0.0,113.0,13.0,0.0,5.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.692307692307692,15
369,Mack Hansen,80.0,0.0,0.0,0.0,0.0,0.0,65.0,11.0,0.0,131.0,78.0,6.0,3.0,1.0,1.0,3.0,0.0,100.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,0,MH859498,0.0,0.0,0.0,0.0,0.0,65.0,11.0,131.0,6.0,3.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.909090909090909,11
370,Garry Ringrose,60.0,0.0,1.0,0.0,0.0,0.0,90.0,14.0,0.0,73.0,91.0,7.0,0.0,3.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13,0,GR900605,0.0,1.1852497295571356,0.0,0.0,0.0,106.67247566014221,16.5934962137999,86.5232302576709,8.29674810689995,0.0,3.555749188671407,0.0,2.370499459114271,0.0,0.0,0.0,1.1852497295571356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,6.428571428571429,13
371,Robbie Henshaw,67.0,0.0,1.0,0.0,0.0,0.0,46.0,9.0,0.0,15.0,94.0,7.0,1.0,0.0,1.0,6.0,1.0,88.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,0,RH772080,0.0,1.1086471835883813,0.0,0.0,0.0,50.99777044506555,9.977824652295434,16.62970775382572,7.76053028511867,1.1086471835883813,0.0,1.1086471835883813,6.651883101530289,1.1086471835883813,0.0,1.1086471835883813,1.1086471835883813,1.1086471835883813,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428572,0.0,5.111111111111111,12
372,James Lowe,80.0,2.0,1.0,0.0,0.0,0.0,114.0,15.0,0.0,354.0,79.0,16.0,0.0,2.0,0.0,1.0,0.0,100.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11,0,JL715164,2.0,1.0,0.0,0.0,0.0,114.0,15.0,354.0,16.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.6,11
373,Joey Carbery,53.0,1.0,1.0,2.0,0.0,0.0,31.0,2.0,0.0,91.0,90.0,35.0,1.0,1.0,0.0,7.0,1.0,89.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10,0,JC206181,1.2804681755972642,1.2804681755972642,2.5609363511945284,0.0,0.0,39.69451344351519,2.5609363511945284,116.52260397935105,44.816386145904254,1.2804681755972642,1.2804681755972642,0.0,8.96327722918085,1.2804681755972642,0.0,0.0,2.5609363511945284,1.2804681755972642,0.0,0.0,0.0,0.0,0.0,0.0,0.875,,15.5,10
374,Jamison Gibson-Park,61.0,1.0,1.0,0.0,0.0,0.0,50.0,7.0,0.0,72.0,96.0,93.0,1.0,2.0,0.0,2.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,0,JG677554,1.17330664142172,1.17330664142172,0.0,0.0,0.0,58.66533207108599,8.21314648995204,84.47807818236383,109.11751765221995,1.17330664142172,2.34661328284344,0.0,2.34661328284344,0.0,0.0,0.0,1.17330664142172,1.17330664142172,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,7.142857142857142,9
375,Andrew Porter,43.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,100.0,2.0,0.0,0.0,1.0,6.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,AP382464,0.0,0.0,0.0,0.0,0.0,20.5151779356894,2.930739705098486,0.0,2.930739705098486,0.0,0.0,1.465369852549243,8.792219115295458,0.0,0.0,1.465369852549243,1.465369852549243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1
