,M,C,P,T,MT,TW,TC,DB,TA,O,CB,LW,LS,at_home,p_name,min_played,is_sub,pos_num_x,PlayGuid,M_per80m,C_per80m,P_per80m,T_per80m,MT_per80m,TW_per80m,TC_per80m,DB_per80m,TA_per80m,O_per80m,CB_per80m,LW_per80m,LS_per80m,Meters_per_Carry_per80m,%Successful_per80mackles_per80m,%Turnovers_Won_per80m,DB_per_Break_per80m,pos_num_y
2932,0,7,5,6,0,0,0,0,0,2,0,1,0,0,Api Ratuniyarawa,61,0,5,AR118579,0.0,8.21314648995204,5.866533207108599,7.0398398485303195,0.0,0.0,0.0,0.0,0.0,2.34661328284344,0.0,1.17330664142172,0.0,0.0,1.0,0.0,0.0,5.0
2933,7,4,8,7,0,0,1,0,0,0,0,5,0,0,Courtney Lawes,80,0,6,CL794376,7.0,4.0,8.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.75,1.0,0.0,0.0,6.0
2934,38,7,1,17,1,1,0,1,0,0,1,0,0,0,Lewis Ludlam,80,0,7,LL840089,38.0,7.0,1.0,17.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.428571428571429,0.9444444444444444,1.0,0.14285714285714285,7.0
2935,11,9,3,14,0,0,1,2,0,0,1,1,0,0,Juarno Augustus,56,0,8,JA894551,13.60659714741475,11.13267039333934,3.7108901311131133,17.317487278527864,0.0,0.0,1.2369633770377044,2.473926754075409,0.0,0.0,1.2369633770377044,1.2369633770377044,0.0,1.222222222222222,1.0,0.0,0.2222222222222222,8.0
2936,0,0,0,2,0,0,1,0,0,0,0,0,0,0,James Fish,17,1,2,JF794080,0.0,0.0,0.0,5.626888457643663,0.0,0.0,2.8134442288218313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
2937,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Nick Auterac,19,1,1,NA593737,0.0,2.592151694672487,2.592151694672487,2.592151694672487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2938,0,0,0,4,1,1,0,0,0,0,0,0,0,0,Paul Hill,39,1,3,PH646364,0.0,0.0,0.0,6.253787716625046,1.5634469291562616,1.5634469291562616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7999999999999999,1.0,0.0,3.0
2939,0,1,2,2,0,0,0,0,0,0,0,1,0,0,Alex Coles,19,1,5,AC890060,0.0,2.592151694672487,5.184303389344974,5.184303389344974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.592151694672487,0.0,0.0,1.0,0.0,0.0,4.0
2940,0,0,0,2,1,0,1,0,0,0,0,0,0,0,Tom Wood,24,1,8,TW470502,0.0,0.0,0.0,4.377673985750875,2.1888369928754376,0.0,2.1888369928754376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,6.0
2941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom James,80,1,-1,TJ707333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2942,66,5,8,2,1,0,0,0,0,2,1,0,0,0,Rory Hutchinson,49,1,13,RH318511,88.84132521581317,6.730403425440392,10.768645480704627,2.692161370176157,1.3460806850880784,0.0,0.0,0.0,0.0,2.692161370176157,1.3460806850880784,0.0,0.0,13.2,0.6666666666666666,0.0,0.0,12.0
2943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ahsee Tuala,4,1,14,AT736273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
2944,49,5,1,0,1,0,0,2,1,0,1,0,0,1,Luke James,80,0,15,LJ752551,49.0,5.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,9.8,0.0,0.0,0.4,15.0
2945,24,4,0,2,4,1,0,0,0,0,0,0,0,1,Byron McGuigan,80,0,14,BM731353,24.0,4.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.3333333333333333,1.0,0.0,14.0
2946,8,5,11,9,1,0,1,1,0,0,0,0,0,1,Robert du Preez,80,0,13,RD775282,8.0,5.0,11.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6,0.9,0.0,0.2,13.0
2947,50,12,4,4,2,0,2,3,0,2,1,0,0,1,Rohan Janse van Rensburg,57,0,12,RJ787886,61.17025192631482,14.680860462315557,4.893620154105186,4.893620154105186,2.446810077052593,0.0,2.446810077052593,3.6702151155788894,0.0,2.446810077052593,1.2234050385262965,0.0,0.0,4.166666666666666,0.6666666666666666,0.0,0.25,12.0
2948,31,4,1,2,0,0,0,1,0,0,0,0,0,1,Marland Yarde,80,0,11,MY998705,31.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.75,1.0,0.0,0.25,11.0
2949,10,10,23,14,3,0,1,5,0,1,1,0,0,1,AJ MacGinty,80,0,10,AM533263,10.0,10.0,23.0,14.0,3.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.8235294117647058,0.0,0.5,10.0
2950,10,3,55,5,1,0,0,1,0,0,0,0,0,1,Will Cliff,52,0,9,WC513109,12.95997682284325,3.8879930468529755,71.27987252563787,6.479988411421625,1.295997682284325,0.0,0.0,1.295997682284325,0.0,0.0,0.0,0.0,0.0,3.333333333333333,0.8333333333333334,0.0,0.3333333333333333,9.0
2951,23,10,3,6,0,2,0,1,0,0,0,0,0,1,Bevan Rodd,54,0,1,BR106791,29.105820351427433,12.654704500620623,3.7964113501861876,7.592822700372375,0.0,2.5309409001241248,0.0,1.2654704500620624,0.0,0.0,0.0,0.0,0.0,2.3,1.0,1.0,0.1,1.0
2952,13,3,4,7,1,1,0,0,0,0,0,0,1,1,Ewan Ashman,52,0,2,EA756400,16.847969869696225,3.8879930468529755,5.1839907291373,9.071983775990276,1.295997682284325,1.295997682284325,0.0,0.0,0.0,0.0,0.0,0.0,1.295997682284325,4.333333333333333,0.875,1.0,0.0,2.0
2953,2,2,0,6,3,0,2,1,0,0,0,0,0,1,Nic Schonert,52,0,3,NS357337,2.59199536456865,2.59199536456865,0.0,7.775986093705951,3.8879930468529755,0.0,2.59199536456865,1.295997682284325,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666667,0.0,0.5,3.0
2954,45,16,6,13,0,1,0,4,0,2,1,0,0,1,Jean-Luc du Preez,80,0,4,JD337032,45.0,16.0,6.0,13.0,0.0,1.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,2.8125,1.0,1.0,0.25,4.0
2955,19,10,3,13,0,0,2,1,0,0,0,4,1,1,Lood de Jager,73,0,5,LD880321,20.025558868041333,10.539767825284912,3.1619303475854736,13.701698172870387,0.0,0.0,2.1079535650569823,1.0539767825284911,0.0,0.0,0.0,4.215907130113965,1.0539767825284911,1.9000000000000001,1.0,0.0,0.09999999999999999,5.0
2956,22,12,4,15,3,0,0,1,0,0,0,1,0,1,Jono Ross,80,0,6,JR404876,22.0,12.0,4.0,15.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.8333333333333333,0.8333333333333334,0.0,0.08333333333333333,6.0
2957,20,6,5,10,4,1,0,1,0,0,0,0,1,1,Ben Curry,67,0,7,BC789861,22.17294367176763,6.651883101530289,5.5432359179419075,11.086471835883815,4.434588734353525,1.1086471835883813,0.0,1.1086471835883813,0.0,0.0,0.0,0.0,1.1086471835883813,3.3333333333333335,0.7142857142857143,1.0,0.16666666666666666,7.0
2958,52,20,9,11,2,0,2,3,0,0,0,5,0,1,Daniel du Preez,80,0,8,DD353010,52.0,20.0,9.0,11.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,0.0,2.6,0.8461538461538461,0.0,0.15,8.0
2959,1,2,0,9,1,0,0,0,0,0,0,0,0,1,Tommy Taylor,28,1,2,TT868712,1.9624151019254388,3.9248302038508776,0.0,17.66173591732895,1.9624151019254388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8999999999999999,0.0,0.0,2.0
2960,0,1,0,6,1,0,0,0,0,0,0,0,0,1,Simon McIntyre,26,1,1,SM407818,0.0,2.0676625717639037,0.0,12.405975430583423,2.0676625717639037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,1.0
2961,0,0,1,6,0,0,0,0,0,0,0,0,0,1,Coenie Oosthuizen,28,1,3,CO268234,0.0,0.0,1.9624151019254388,11.774490611552633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
2962,1,2,0,3,0,0,0,0,0,0,0,0,0,1,Matt Postlethwaite,7,1,5,MP718085,5.5532634349493595,11.106526869898719,0.0,16.659790304848077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,5.0
2963,0,0,0,11,0,1,0,0,0,0,0,0,0,1,Sam Dugdale,13,1,7,SD543208,0.0,0.0,0.0,37.83496912997389,0.0,3.439542648179445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0
2964,0,0,10,5,1,2,1,0,0,0,0,0,0,1,Gus Warr,28,1,9,GW735121,0.0,0.0,19.624151019254388,9.812075509627194,1.9624151019254388,3.9248302038508776,1.9624151019254388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.6666666666666666,0.0,9.0
2965,0,0,0,4,0,0,0,0,0,0,0,0,0,1,Sam James,23,1,12,SJ271806,0.0,0.0,0.0,9.026459790430128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0
2966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Tom Roebuck,80,1,-1,TR593558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
2967,2,5,2,4,1,0,0,3,1,1,0,0,0,0,Ali Crossdale,80,0,15,AC236132,2.0,5.0,2.0,4.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.4,0.8,0.0,0.6,15.0
2968,7,5,7,6,0,0,0,0,0,2,0,0,0,0,Francois Hougaard,80,0,14,FH632669,7.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.4,1.0,0.0,0.0,14.0
2969,11,4,2,4,0,0,1,3,0,0,0,0,0,0,Sam Spink,73,0,13,SS731305,11.593744607813402,4.215907130113965,2.1079535650569823,4.215907130113965,0.0,0.0,1.0539767825284911,3.1619303475854736,0.0,0.0,0.0,0.0,0.0,2.75,1.0,0.0,0.75,13.0
2970,0,1,4,8,1,0,3,0,0,0,0,0,0,0,Michael Le Bourgeois,49,0,12,ML801876,0.0,1.3460806850880784,5.384322740352314,10.768645480704627,1.3460806850880784,0.0,4.038242055264235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,12.0
2971,48,4,3,3,1,0,1,4,0,0,1,0,0,0,Josh Bassett,80,0,11,JB730395,48.0,4.0,3.0,3.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,12.0,0.75,0.0,1.0,11.0
2972,16,10,14,5,1,0,3,2,0,3,0,0,0,0,Jimmy Gopperth,80,0,10,JG291696,16.0,10.0,14.0,5.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,1.6,0.8333333333333334,0.0,0.2,12.0
2973,37,5,35,5,1,0,1,0,0,0,1,0,0,0,Sam Wolstenholme,49,0,9,SW222867,49.8049853482589,6.730403425440392,47.112823978082744,6.730403425440392,1.3460806850880784,0.0,1.3460806850880784,0.0,0.0,0.0,1.3460806850880784,0.0,0.0,7.4,0.8333333333333334,0.0,0.0,9.0
2974,4,2,3,7,3,0,0,0,0,1,0,0,0,0,Tom West,49,0,1,TW876975,5.384322740352314,2.692161370176157,4.038242055264235,9.42256479561655,4.038242055264235,0.0,0.0,0.0,0.0,1.3460806850880784,0.0,0.0,0.0,2.0,0.7,0.0,0.0,1.0
2975,16,10,4,16,2,0,1,1,0,1,0,0,0,0,Dan Frost,60,0,2,DF201535,18.96399567291417,11.852497295571355,4.740998918228542,18.96399567291417,2.370499459114271,0.0,1.1852497295571356,1.1852497295571356,0.0,1.1852497295571356,0.0,0.0,0.0,1.6,0.888888888888889,0.0,0.1,2.0
2976,0,2,0,4,2,0,1,0,0,0,0,0,0,0,Biyi Alo,36,0,3,AA215543,0.0,3.3000339622275576,0.0,6.600067924455115,3.3000339622275576,0.0,1.6500169811137788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,3.0
2977,35,10,5,13,2,0,2,3,0,3,1,4,0,0,Vaea Fifita,80,0,4,VF222878,35.0,10.0,5.0,13.0,2.0,0.0,2.0,3.0,0.0,3.0,1.0,4.0,0.0,3.5,0.8666666666666667,0.0,0.3,4.0
2978,7,9,4,16,4,0,1,1,0,0,0,7,1,0,Elliott Stooke,80,0,5,ES861253,7.0,9.0,4.0,16.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.7777777777777778,0.8,0.0,0.1111111111111111,5.0
2979,2,6,0,11,1,0,0,0,0,0,0,2,0,0,Brad Shields,69,0,6,BS229326,2.178868137722094,6.536604413166282,0.0,11.983774757471517,1.089434068861047,0.0,0.0,0.0,0.0,0.0,0.0,2.178868137722094,0.0,0.33333333333333337,0.9166666666666666,0.0,0.0,6.0
2980,25,6,1,20,1,0,0,0,0,0,0,0,1,0,Nizaam Carr,54,0,7,NC516397,31.63676125155156,7.592822700372375,1.2654704500620624,25.309409001241246,1.2654704500620624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2654704500620624,4.166666666666666,0.9523809523809524,0.0,0.0,7.0
2981,69,19,5,9,4,1,1,6,0,0,0,0,0,0,Alfie Barbeary,33,0,8,AB902466,120.81151311362241,33.26693839360617,8.754457472001624,15.758023449602923,7.003565977601299,1.7508914944003247,1.7508914944003247,10.505348966401948,0.0,0.0,0.0,0.0,0.0,3.6315789473684212,0.6923076923076924,0.5,0.31578947368421056,8.0
2982,13,4,5,1,0,1,0,0,0,0,0,0,0,0,Tom Cruse,20,1,2,TC616571,32.45821023025281,9.987141609308557,12.483927011635696,2.496785402327139,0.0,2.496785402327139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,1.0,1.0,0.0,2.0
2983,0,5,0,3,0,0,1,1,0,0,0,0,0,0,Robin Hislop,31,1,1,RH517906,0.0,9.14002068881855,0.0,5.484012413291131,0.0,0.0,1.8280041377637102,1.8280041377637102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,1.0
2984,1,5,2,6,0,0,0,0,0,0,0,0,0,0,Jeff Toomaga-Allen,44,1,3,JA194925,1.4434169288394618,7.217084644197309,2.8868338576789236,8.660501573036772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,3.0
2985,2,6,2,0,0,0,0,0,0,0,0,0,1,0,Tim Cardall,11,1,6,TC170753,7.813007265535428,23.439021796606283,7.813007265535428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.906503632767714,0.33333333333333337,0.0,0.0,0.0,4.0
2986,5,6,3,8,0,1,0,2,0,0,0,0,0,0,Tom Willis,26,1,7,TW972045,10.338312858819517,12.405975430583423,6.2029877152917114,16.54130057411123,0.0,2.0676625717639037,0.0,4.135325143527807,0.0,0.0,0.0,0.0,0.0,0.8333333333333331,1.0,1.0,0.3333333333333333,8.0
2987,28,4,47,4,1,0,0,0,1,1,0,0,0,0,Will Porter,31,1,9,WP963564,51.18411585738388,7.312016551054841,85.91619447489438,7.312016551054841,1.8280041377637102,0.0,0.0,0.0,1.8280041377637102,1.8280041377637102,0.0,0.0,0.0,6.999999999999999,0.8,0.0,0.0,9.0
2988,1,6,8,2,0,0,1,2,0,0,0,0,0,0,Charlie Atkinson,31,1,12,CA369031,1.8280041377637102,10.968024826582262,14.624033102109681,3.6560082755274204,0.0,0.0,1.8280041377637102,3.6560082755274204,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.3333333333333333,10.0
2989,6,2,0,1,0,0,0,0,0,0,0,0,0,0,Rob Miller,7,1,13,RM732079,33.31958060969615,11.106526869898719,0.0,5.5532634349493595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9999999999999996,1.0,0.0,0.0,15.0
2990,71,18,12,3,0,1,3,2,1,6,2,0,0,1,Stuart Hogg,80,0,15,SH109757,71.0,18.0,12.0,3.0,0.0,1.0,3.0,2.0,1.0,6.0,2.0,0.0,0.0,3.9444444444444446,1.0,0.25,0.1111111111111111,15.0
2991,31,10,6,5,1,2,3,5,0,2,0,0,0,1,Jack Nowell,80,0,14,JN875222,31.0,10.0,6.0,5.0,1.0,2.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,3.1,0.8333333333333334,0.4,0.5,14.0
2992,16,7,10,6,3,0,2,2,0,0,0,0,0,1,Henry Slade,80,0,13,HS586007,16.0,7.0,10.0,6.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.2857142857142856,0.6666666666666666,0.0,0.2857142857142857,13.0
2993,10,13,9,6,1,1,0,2,0,1,0,0,0,1,Ollie Devoto,80,0,12,OD413673,10.0,13.0,9.0,6.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.7692307692307693,0.8571428571428571,1.0,0.15384615384615385,12.0
2994,31,4,1,2,0,0,0,0,0,0,1,0,0,1,Tom O'Flaherty,41,0,11,TO575734,46.87864643818133,6.0488576049266225,1.5122144012316556,3.0244288024633112,0.0,0.0,0.0,0.0,0.0,0.0,1.5122144012316556,0.0,0.0,7.750000000000001,1.0,0.0,0.0,11.0
2995,0,4,43,1,0,0,2,1,1,1,0,0,0,1,Joe Simmonds,80,0,10,JS753060,0.0,4.0,43.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,10.0
2996,25,3,75,0,1,0,1,3,0,1,1,0,0,1,Jack Maunder,63,0,9,JM797663,28.76199132371325,3.45143895884559,86.28597397113974,0.0,1.15047965294853,0.0,1.15047965294853,3.45143895884559,0.0,1.15047965294853,1.15047965294853,0.0,0.0,8.333333333333334,0.0,0.0,1.0,9.0
2997,12,6,4,4,0,0,1,0,0,0,0,0,0,1,Alec Hepburn,63,0,1,AH670270,13.80575583538236,6.90287791769118,4.60191861179412,4.60191861179412,0.0,0.0,1.15047965294853,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
2998,30,10,3,8,0,0,1,2,0,0,0,0,0,1,Luke Cowan-Dickie,60,0,2,LC148807,35.55749188671407,11.852497295571355,3.555749188671407,9.481997836457085,0.0,0.0,1.1852497295571356,2.370499459114271,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.2,2.0
2999,16,2,0,6,1,0,1,0,0,0,0,0,0,1,Sam Nixon,60,0,3,SN390300,18.96399567291417,2.370499459114271,0.0,7.111498377342814,1.1852497295571356,0.0,1.1852497295571356,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.8571428571428572,0.0,0.0,3.0
3000,5,9,2,0,0,0,1,0,0,0,0,3,0,1,Sam Skinner,51,0,4,SS644622,6.5604410595562435,11.808793907201238,2.6241764238224974,0.0,0.0,0.0,1.3120882119112487,0.0,0.0,0.0,0.0,3.936264635733746,0.0,0.5555555555555556,0.0,0.0,0.0,5.0
3001,6,12,6,9,1,0,0,2,0,0,0,3,2,1,Jonny Hill,80,0,5,JH236398,6.0,12.0,6.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.5,0.9,0.0,0.16666666666666666,5.0
3002,42,18,3,7,2,0,1,3,0,0,0,0,0,1,Dave Ewers,80,0,6,DE456160,42.0,18.0,3.0,7.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.7777777777777778,0.0,0.16666666666666666,6.0
3003,20,12,2,5,1,0,0,1,0,0,0,1,0,1,Jannes Kirsten,73,0,7,JK748722,21.079535650569824,12.647721390341895,2.1079535650569823,5.269883912642456,1.0539767825284911,0.0,0.0,1.0539767825284911,0.0,0.0,0.0,1.0539767825284911,0.0,1.6666666666666665,0.8333333333333333,0.0,0.08333333333333333,4.0
3004,58,16,14,10,0,1,2,3,0,1,0,4,0,1,Sam Simmonds,80,0,8,SS343221,58.0,16.0,14.0,10.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,4.0,0.0,3.625,1.0,0.3333333333333333,0.1875,8.0
3005,6,5,3,1,0,0,0,1,0,0,0,0,0,1,Jack Yeandle,20,1,2,JY505871,14.980712413962836,12.483927011635696,7.490356206981418,2.496785402327139,0.0,0.0,0.0,2.496785402327139,0.0,0.0,0.0,0.0,0.0,1.2,1.0,0.0,0.19999999999999998,2.0
3006,2,1,0,0,0,0,0,0,0,0,0,0,0,1,Ben Moon,17,1,1,BM645592,5.626888457643663,2.8134442288218313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
3007,8,5,0,0,0,0,1,1,0,0,0,0,0,1,Josh Iosefa-Scott,20,1,3,JI446040,19.974283218617114,12.483927011635696,0.0,0.0,0.0,0.0,2.496785402327139,2.496785402327139,0.0,0.0,0.0,0.0,0.0,1.5999999999999999,0.0,0.0,0.19999999999999998,3.0
3008,6,6,2,4,0,0,0,0,0,0,0,2,0,1,Sean Lonsdale,29,1,4,SL488310,11.488731986600037,11.488731986600037,3.829577328866679,7.659154657733358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.829577328866679,0.0,1.0,1.0,0.0,0.0,5.0
3009,4,2,0,1,0,0,0,0,0,0,0,0,0,1,Don Armand,7,1,7,DA401740,22.213053739797438,11.106526869898719,0.0,5.5532634349493595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0
3010,0,0,23,1,1,0,0,0,0,0,0,0,0,1,Sam Maunder,17,1,9,SM290029,0.0,0.0,64.70921726290211,2.8134442288218313,2.8134442288218313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,9.0
3011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Harvey Skinner,80,1,-1,HS767035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
3012,2,2,7,2,2,0,0,0,0,0,0,0,0,1,Ian Whitten,39,1,11,IW695430,3.126893858312523,3.126893858312523,10.94412850409383,3.126893858312523,3.126893858312523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,13.0
3013,3,1,1,1,0,0,0,0,0,1,0,0,0,0,Charles Piutau,24,0,15,CP633928,6.5665109786263125,2.1888369928754376,2.1888369928754376,2.1888369928754376,0.0,0.0,0.0,0.0,0.0,2.1888369928754376,0.0,0.0,0.0,3.0,1.0,0.0,0.0,15.0
3014,56,8,6,8,4,0,2,1,0,2,0,0,0,0,Luke Morahan,80,0,14,LM424158,56.0,8.0,6.0,8.0,4.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,7.0,0.6666666666666666,0.0,0.125,14.0
3015,98,14,5,15,4,1,3,2,0,3,2,0,0,0,Semi Radradra,80,0,13,SR629903,98.0,14.0,5.0,15.0,4.0,1.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,7.0,0.7894736842105263,0.25,0.14285714285714285,13.0
3016,0,1,13,13,1,0,0,0,0,0,0,0,0,0,Sam Bedlow,63,0,12,SB430769,0.0,1.15047965294853,14.95623548833089,14.95623548833089,1.15047965294853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.0,0.0,12.0
3017,23,2,3,13,1,0,1,5,0,1,1,0,0,0,Ioan Lloyd,76,0,11,IL562145,23.682955452209423,2.059387430626906,3.0890811459403595,13.386018299074891,1.029693715313453,0.0,1.029693715313453,5.148468576567265,0.0,1.029693715313453,1.029693715313453,0.0,0.0,11.500000000000002,0.9285714285714286,0.0,2.5,15.0
3018,1,3,21,6,1,0,2,0,0,0,0,0,0,0,Callum Sheedy,80,0,10,CS506075,1.0,3.0,21.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.8571428571428571,0.0,0.0,10.0
3019,0,0,27,10,1,0,1,0,0,0,0,0,0,0,Harry Randall,65,0,9,HR101296,0.0,0.0,30.482004755622334,11.289631390971234,1.1289631390971235,0.0,1.1289631390971235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.0,9.0
3020,2,1,0,10,0,0,0,0,0,0,0,0,0,0,Yann Thomas,45,0,1,YT739953,2.8447232882797855,1.4223616441398927,0.0,14.22361644139893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
3021,9,7,5,25,3,1,2,1,0,0,0,0,0,0,Harry Thacker,73,0,2,HT779571,9.485791042756421,7.377837477699439,5.269883912642456,26.34941956321228,3.1619303475854736,1.0539767825284911,2.1079535650569823,1.0539767825284911,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.8928571428571428,0.33333333333333337,0.14285714285714285,2.0
3022,0,3,1,13,2,0,0,0,0,0,0,0,0,0,Kyle Sinckler,45,0,3,KS314500,0.0,4.267084932419678,1.4223616441398927,18.490701373818606,2.8447232882797855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,3.0
3023,8,3,3,14,2,0,0,0,0,1,0,3,0,0,Joe Joyce,80,0,4,JJ275512,8.0,3.0,3.0,14.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.6666666666666665,0.875,0.0,0.0,5.0
3024,3,2,2,17,4,1,0,0,0,0,0,3,2,0,Chris Vui,80,0,5,CV953897,3.0,2.0,2.0,17.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.5,0.8095238095238095,1.0,0.0,6.0
3025,29,10,5,17,3,0,0,0,0,3,0,4,0,0,Fitz Harding,80,0,6,GH740845,29.0,10.0,5.0,17.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,2.9,0.85,0.0,0.0,8.0
3026,20,2,3,20,0,0,0,0,0,0,0,0,0,0,Daniel Thomas,65,0,7,DT850621,22.579262781942468,2.257926278194247,3.3868894172913704,22.579262781942468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999999999999998,1.0,0.0,0.0,7.0
3027,7,4,1,7,1,1,0,0,0,1,0,0,0,0,Nathan Hughes,45,0,8,NH997502,9.956531508979248,5.689446576559571,1.4223616441398927,9.956531508979248,1.4223616441398927,1.4223616441398927,0.0,0.0,0.0,1.4223616441398927,0.0,0.0,0.0,1.7499999999999998,0.875,1.0,0.0,8.0
3028,10,1,0,2,0,0,0,0,0,0,0,0,0,0,Will Capon,7,1,2,WC487996,55.53263434949359,5.5532634349493595,0.0,11.106526869898719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,2.0
